id,full_name,state,name,y,x,category,description
452,Lansing, MI,White Boy Society,42.647483,-84.624239,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
453,Lehigh County, PA,Right Stuff,40.418451,-75.891473,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
454,Lockport, NY,Racial Nationalist Party of America,43.143757,-78.742455,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
455,Los Angeles, CA,American Freedom Party,33.703692,-118.668176,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
456,Louisville, KY,Traditionalist Worker Party,37.9971,-85.948441,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
457,Lynchburg, VA,Wolves of Vinland,37.33258,-79.271768,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
458,Madisonville, KY,Traditionalist Worker Party,37.284134,-87.554958,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
459,Madson, WI,Traditionalist Youth Network,42.998071,-89.566389,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
460,Madson, WI,White Boy Society,42.998071,-89.566389,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
461,Murray, KY,Traditionalist Worker Party,36.571819,-88.361249,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
462,Nashville, TN,White Lives Matter,35.967785,-87.054903,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
463,Lincoln, NE,American Vanguard,40.711282,-96.80415,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
464,Vineland, NJ,Forza Nuova USA,38.928603,-75.559792,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
465,New York, NY,American Freedom Party,40.496044,-74.255735,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
466,New York, NY,Council of Conservative Citizens,40.496044,-74.255735,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
467,New York, NY,Counter-Currents Publishing,40.496044,-74.255735,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
468,New York, NY,Right Stuff,40.496044,-74.255735,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
469,Oakdale, CA,Identity Evropa,37.737272,-120.883808,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
470,Oakton, VA,American Renaissance,38.863175,-77.338595,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
471,Olympia, WA,Wolves of Vinland,47.000581,-122.964598,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
472,Orlando, FL,American Vanguard,28.347986,-81.50773,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
473,Paoli, IN,Traditionalist Worker Party,38.539247,-86.498728,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
474,Paoli, IN,Traditionalist Youth Network,38.539247,-86.498728,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
475,Pittsburg, PA,American Vanguard,40.361369,-80.095278,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
476,Petoskey, MI,Social Contract Press,45.34486,-85.096132,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
477,Philadelphia, PA,Traditionalist Worker Party,39.871514,-75.280303,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
478,Phoenix, AZ,American Vanguard,33.29026,-112.324056,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
479,Phoenix, AZ,Forza Nuova USA,33.29026,-112.324056,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
480,Pittston, PA,European American Action Coalition,41.310306,-75.807538,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
481,Redding, CA,American Vanguard,40.468919,-122.453864,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
482,Richmong, VA,American Vanguard,37.446553,-77.601011,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
483,Richmong, VA,Traditionalist Worker Party,37.446553,-77.601011,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
484,Roanoke, IN,WTM Enterprises,40.953309,-85.384654,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
485,Rochester, NY,White New York,43.103318,-77.701632,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
486,Sacramento, CA,Traditionalist Worker Party,38.437574,-121.56012,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
487,Salem, OR,Wolves of Vinland,44.853642,-123.122711,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
488,Salt Lake City, UT,American Vanguard,40.700246,-112.101512,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
489,San Francisco, CA,Counter-Currents Publishing,37.7034,-122.527,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
490,Seattle, WA,Counter-Currents Publishing,47.495551,-122.435909,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
491,Silver Spring, MD,Council of Conservative Citizens,38.979648,-77.063972,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
492,Silver Spring, MD,Heritage and Destiny,38.979648,-77.063972,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
493,Springfield, IL,Sons & Daughters of Liberty,39.653626,-89.773177,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
494,Springfield, IL,White Boy Society,39.653626,-89.773177,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
495,St. Louis, MO,Council of Conservative Citizens,38.531852,-90.320515,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
496,Tallahassee, FL,Sons & Daughters of Liberty,30.346942,-84.383886,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
497,Topeka, KS,Traditionalist Worker Party,38.916844,-95.812263,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
498,Topeka, KS,White Boy Society,38.916844,-95.812263,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
499,Tucson, AZ,Free American,31.991654,-111.059406,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
500,Vienna, VA,Fitzgerald Griffin Foundation,38.878494,-77.284763,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
501,Warrenton, VA,VDARE Foundation,38.693444,-77.824558,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
502,Washington, DC,Phalanx,38.803149,-77.11974,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
503,Washington, DC,Scott-Townsend Publishers,38.803149,-77.11974,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
504,West Palm Beach, FL,Stormfront,26.644674,-80.214617,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
505,Whitefish, MT,National Policy Institute,48.37273,-114.433052,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
506,Whitefish, MT,Radix Journal,48.37273,-114.433052,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
507,Whitefish, MT,Washington Summit Publishers,48.37273,-114.433052,White Nationalists,"White nationalists advocate the creation of exclusively white societies, and often denigrate other races as inferior. In recent years the white nationalist 'alt-right' movement has risen to prominence, with members supporting Donald Trump's presidential candidacy, and using social media to spread white nationalist ideology."
508,Lyons, IL,America First Committee,41.799025,-87.840458,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
509,Westland, MI,American Nazi Party,42.267463,-83.430038,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
510,Sacramento, CA,American Nazi Party,38.437574,-121.56012,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
511,Charlestone, WV,American Nazi Party,38.281139,-81.727777,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
512,Baton Rouge, LA,Aryan Nations,30.323732,-91.216307,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
513,Converse, LA,Aryan Nations,31.763616,-93.708994,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
514,Wood River, IL,Aryan Nations Sadistic Souls MC,38.842695,-90.120009,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
515,Montgomery, AL,Aryan Nations Sadistic Souls MC,32.249921,-86.41987,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
516,Canton, IL,Aryan Nations Sadistic Souls MC,40.52982,-90.085797,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
517,Taylorville, IL,Aryan Nations Sadistic Souls MC,39.462768,-89.337653,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
518,Grovespring, MO,Aryan Nations Sadistic Souls MC,37.39842,-92.610963,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
519,Columbus, OH,Aryan Nations Sadistic Souls MC,39.808631,-83.21028,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
520,Oklahoma City, OK,Aryan Nations Sadistic Souls MC,35.290544,-97.833675,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
521,Nashville, TN,Aryan Nations Sadistic Souls MC,35.967785,-87.054903,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
522,Madison, WI,Aryan Nations Sadistic Souls MC,42.998071,-89.566389,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
523,Villa Rica, GA,Aryan Nations Worldwide,33.681689,-84.970625,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
524,New York, NY,Aryan Renaissance Society,40.496044,-74.255735,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
525,Nashville, TN,Aryan Renaissance Society,35.967785,-87.054903,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
526,Austin, TX,Aryan Renaissance Society,30.098659,-97.938383,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
527,San Antonio, TX,Atomwaffen Division,29.224141,-98.805851,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
528,Bloomington, IL,The Creativity Movement,40.429426,-89.067871,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
529,Worthington, OH,The Daily Stormer,40.074131,-83.055387,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
530,Cullman, AL,The Daily Stormer,34.099693,-86.900727,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
531,Phoenix, AZ,The Daily Stormer,33.29026,-112.324056,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
532,Los Angeles, CA,The Daily Stormer,33.703692,-118.668176,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
533,Mountain View, CA,The Daily Stormer,37.35676,-122.117862,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
534,Santa Cruz, CA,The Daily Stormer,36.94802,-122.075109,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
535,Santa Monica, CA,The Daily Stormer,33.993165,-118.517415,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
536,Denver, CO,The Daily Stormer,39.614431,-105.109927,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
537,Brandon, FL,The Daily Stormer,27.87887,-82.343895,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
538,Orlando, FL,The Daily Stormer,28.347986,-81.50773,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
539,Amana, IA,The Daily Stormer,41.799456,-91.869351,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
540,Indianapolis, IN,The Daily Stormer,39.632177,-86.328121,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
541,Louisville, KY,The Daily Stormer,37.9971,-85.948441,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
542,Cambridge, MA,The Daily Stormer,42.352397,-71.160332,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
543,Lowell, MA,The Daily Stormer,42.607189,-71.382491,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
544,Baltimore, MD,The Daily Stormer,39.197207,-76.711519,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
545,St. Louis, MO,The Daily Stormer,38.531852,-90.320515,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
546,Asheville, NC,The Daily Stormer,35.421565,-82.670873,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
547,Charlotte, NC,The Daily Stormer,35.013174,-81.009554,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
548,Raleigh, NC,The Daily Stormer,35.715808,-78.819049,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
549,New York, NY,The Daily Stormer,40.496044,-74.255735,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
550,Las Vegas, NV,The Daily Stormer,35.95,-115.4,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
551,Columbus, OH,The Daily Stormer,39.808631,-83.21028,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
